id,sentence,dialect
1346,સૌથી પહેલા આપડા ધર્મ ની મજાક કરે છે તે ખોટી વસ્તુ છે. અને આ જોવા અને સંભાળવા માટે બધા જાય છે. જવું જ ના જોઈએ. અને આવી ભાષા મહેસાણા ની નથી. કોઈ જિલ્લા ની કે કોઈ ભાષા વિશે ખરાબ ના કહેવુ જોઈએ,charotari
1347,અગાઉ સોની બજારમાંથી પણ બાંગ્લાદેશી કનેક્શન ઝડપાયું હોવાથી એસઓજી પીઆઇ એસ,kathiawari
1348,મહેસાણા વાળા ની ભાસા ની વાત ના કર તમારા કાઠિયાવાડી કેટલા ચીટર છે વાત કર આ તારા જેવા ને કારણે લખવું પડે છે.,charotari
1349,સાવ હલકો કલાકાર છે,charotari
1350,"જો બુમરાહને વિશ્રામ મળશે તો અર્શદીપ અને સિરાજમાંથી કોઇ એકને તક
મળશે",kathiawari
1351,ધીરુભાઈ સરવૈયા is ગ્રેટ,charotari
1352,"લાઇવા ખરા મારા દોસ્તાર ને ,",surti
1353,વાહ લા સેલ્ફી લેવા કા આવ ભાઈ😂,surti
1354,"ઇન્ટેક
રાજકોટ ચેપ્ટરના હેડ આર્કિટેક્ટ રિદ્ધિ શાહે જણાવ્યું હતું કે, સામાજિક જવાબદારીના
ભાગ રૂપે ઇન્ટેક (આઇએનટીએસીએચ) રાજકોટ અને મહાપાલિકા દ્વારા સેક્રેટ વેસ્ટ અવેરનેસ
રીયુઝ એન્ડ હેન્ડ ક્રાફ્ટિંગ (સ્વરાહ) પ્રોજેક્ટનો પ્રારંભ થયો છે",kathiawari
1355,આ પહેલથી આગામી સમયમાં ગુજરાતમાં હેલ્થકેર ક્ષેત્રે અનેક નવા સ્ટાર્ટઅપ્સ ઉભરી આવશે,standard_gujarati
1356,"સાહેબ આપને ઘણા વર્ષોથી સાંભળીએ છીએ, આપની ફિલોસોફી સભર હાસ્ય ને વારંવાર સાંભળીને પણ એટલો જ આંનદ આવે , મારા હિસાબે હાસ્યના બે પ્રકારના ગણાય. પહેલું જબરજસ્તી હાસ્ય અને બીજું જબરદસ્ત હાસ્ય જે તમે પીરસો છો..ધન્યછો સાહેબ..",charotari
1357,બજેટથી પણ વધી જશે કુલ દેવું આ બજેટની એક જાણીને આંચકો લાગે એવી વાત એ છે કે ગુજરાત સરકારનું કુલ દેવું પણ બજેટના કુલ કદથી વધીને કરોડથી વધીને પાંચ લાખ કરોડની આસપાસનું થવાનું છે,standard_gujarati
1358,"સુરત અને અમદાવાદમાં ટ્રાફિક સમસ્યા નિવારવા સ્માર્ટ પાર્કિંગ અને ટ્રાફિક મેનેજમેન્ટ
માટે રૂ",kathiawari
1359,કામા ભાઈ નો સાચો પ્રેમ જુવો,surti
1360,લોકો ને ઉલ્લુ બનાવીને રૂપિયા કમાઈ લીધા.... મહેસાણા ની ભાષા છે જ નહિ... તમારી ભાષા માં જ રામાયણ છે..,charotari
1361,વંશજ શર્મા 43 અને અબ્દુલ સમદ 30 રને નોટઆઉટ રહ્યા હતા,kathiawari
1362,સુપર 😂કોમેડી 😂😂😂😂😂😅❤,surti
1363,"લાખ કરોડનું બજેટ
નાણામંત્રી કનુભાઈ દેસાઈએ રજૂ કર્યું ઃ રૂ",kathiawari
1364,"જે મકાન માટે
આરોપીને કટકે કટકે 12",kathiawari
1365,"ભાઈ ભાઈ કેવુ પડે હો, સુપર ગીત!❤",surti
1366,હા તમારું સાબરકાંઠા...,charotari
1367,ઓકે ગુડ બહુ સરસ,surti
1368,"ધીરૂ ભાઈ બિન હરિફ છે 🙏😄
ખુબજ  અભિનંદન  ભાઇ",surti
1369,નેમાજી તેતરાલાલ ફુટી જ્યા,charotari
1370,"જેમણે રાજકોટમાં સ્વ
સહાય જૂથની મહિલાઓને તેની તાલીમ આપી હતી",kathiawari
1371,"એ સમયે ત્યા કોઇ હાજર ન હતા પરંતુ થોડા સમય પછી
ત્યાંથી નીકળતા લોકોને કુંડના કિનારે પડેલા ચંપલ અને કપડા દેખાયા અને કુંડમાં તરતા
મૃતદેહ જોવા મળ્યા હતા",kathiawari
1372,રાજ્યમાં ફરી એકવાર હાડ થીજવતી ઠંડીનો અનુભવ થઈ રહ્યો છે,standard_gujarati
1373,તમારા લગન થયા છે,surti
1374,"કોંગ્રેસ કહે છે કે, બોલવા નથી દેતા, પરંતુ રાહુલ આવે એટલે તરત હંગામો, બેનર, નારેબાજી
શરૂ થઇ જાય છે",kathiawari
1375,"એ સમયે એક દીકરીનો પગ લપસતા કુંડમાં પડતા બીજી દીકરી અને માતા બચાવવા જતા ત્રણેયના
મૃત્યુ નિપજયા હતા",kathiawari
1376,આ તો ધીરૂભાઈ મોજ કરાવી દે એવા હો કાય નો ગટે 😂😂😂😂,surti
1377,મારા ધરે આવી જાા એક સેકન્ડ પણ ટ્રાફિક નઈ લાગે👀💭,surti
1378,પરંતુ દિવ્ય ભાસ્કરની ટીમ જ્યારે વડોદરા અને અમદાવાદના સેન્ટર્સ પર પહોંચી તો ચોંકાવનારો ઘટસ્ફોટ થયો,standard_gujarati
1379,મહેસાણા વાળા એ માયા આહીર નું કંઈક બગાડ્યું હશે તો જ એમની મજાક ઉડાડે છે સોશિયલ મીડિયામાં😂,charotari
1380,મારું ગરવી ગુજરાત❤️,surti
1381,"જંબુસર અને સાયલામાં ડીપ સી પ્રોજેક્ટ
માટે રૂ",kathiawari
1382,સનાતની નથી નહિતર આપણા પવિત્ર ગ્રંથ વિશે આવી મશ્કરી વાળી ભાષા નો વાપરે.. કલાકાર માથે લાંછનનનનનનન,charotari
1383,અલ્ટો કારચાલકે ટક્કર મારતાં મોત થયું આ દરમિયાનમાં હરેશભાઇનું મોત નિપજતા જે ડિવિઝન ટ્રાફિક પોલીસે ગુનો નોંધી તપાસ હાથ ધરી છે,standard_gujarati
